0x000080		EUR
0x0020b8	₸	
0x0020b9	₹	
0x0020ba	₺	
0x0020bb	₻	
0x0020bc	₼	
0x0020bd	₽	
0x0020be	₾	
0x0020bf	₿	
0x0020c0	⃀	
0x0020c1	⃁	
0x0020c2	⃂	
0x0020c3	⃃	
0x0020c4	⃄	
0x0020c5	⃅	
0x0020c6	⃆	
0x0020c7	⃇	
0x0020c8	⃈	
0x0020c9	⃉	
0x0020ca	⃊	
0x0020cb	⃋	
0x0020cc	⃌	
0x0020cd	⃍	
0x0020ce	⃎	
0x0020cf	⃏	
0x002200	∀	
0x002201	∁	
0x002202	∂	
0x002203	∃	
0x002204	∄	
0x002205	∅	
0x002206	∆	
0x002207	∇	
0x002208	∈	
0x002209	∉	
0x00220a	∊	
0x00220b	∋	
0x00220c	∌	
0x00220d	∍	
0x00220e	∎	
0x00220f	∏	
0x002210	∐	
0x002211	∑	
0x002212	−	
0x002213	∓	
0x002214	∔	
0x002215	∕	
0x002216	∖	
0x002217	∗	
0x002218	∘	
0x002219	∙	
0x00221a	√	
0x00221b	∛	
0x00221c	∜	
0x00221d	∝	
0x00221e	∞	
0x00221f	∟	
0x002220	∠	
0x002221	∡	
0x002222	∢	
0x002223	∣	
0x002224	∤	
0x002225	∥	
0x002226	∦	
0x002227	∧	
0x002228	∨	
0x002229	∩	
0x00222a	∪	
0x00222b	∫	
0x00222c	∬	
0x00222d	∭	
0x00222e	∮	
0x00222f	∯	
0x002230	∰	
0x002231	∱	
0x002232	∲	
0x002233	∳	
0x002234	∴	
0x002235	∵	
0x002236	∶	
0x002237	∷	
0x002238	∸	
0x002239	∹	
0x00223a	∺	
0x00223b	∻	
0x00223c	∼	
0x00223d	∽	
0x00223e	∾	
0x00223f	∿	
0x002240	≀	
0x002241	≁	
0x002242	≂	
0x002243	≃	
0x002244	≄	
0x002245	≅	
0x002246	≆	
0x002247	≇	
0x002248	≈	
0x002249	≉	
0x00224a	≊	
0x00224b	≋	
0x00224c	≌	
0x00224d	≍	
0x00224e	≎	
0x00224f	≏	
0x002250	≐	
0x002251	≑	
0x002252	≒	
0x002253	≓	
0x002254	≔	
0x002255	≕	
0x002256	≖	
0x002257	≗	
0x002258	≘	
0x002259	≙	
0x00225a	≚	
0x00225b	≛	
0x00225c	≜	
0x00225d	≝	
0x00225e	≞	
0x00225f	≟	
0x002260	≠	
0x002261	≡	
0x002262	≢	
0x002263	≣	
0x002264	≤	
0x002265	≥	
0x002266	≦	
0x002267	≧	
0x002268	≨	
0x002269	≩	
0x00226a	≪	
0x00226b	≫	
0x00226c	≬	
0x00226d	≭	
0x00226e	≮	
0x00226f	≯	
0x002270	≰	
0x002271	≱	
0x002272	≲	
0x002273	≳	
0x002274	≴	
0x002275	≵	
0x002276	≶	
0x002277	≷	
0x002278	≸	
0x002279	≹	
0x00227a	≺	
0x00227b	≻	
0x00227c	≼	
0x00227d	≽	
0x00227e	≾	
0x00227f	≿	
0x002280	⊀	
0x002281	⊁	
0x002282	⊂	
0x002283	⊃	
0x002284	⊄	
0x002285	⊅	
0x002286	⊆	
0x002287	⊇	
0x002288	⊈	
0x002289	⊉	
0x00228a	⊊	
0x00228b	⊋	
0x00228c	⊌	
0x00228d	⊍	
0x00228e	⊎	
0x00228f	⊏	
0x002290	⊐	
0x002291	⊑	
0x002292	⊒	
0x002293	⊓	
0x002294	⊔	
0x002295	⊕	
0x002296	⊖	
0x002297	⊗	
0x002298	⊘	
0x002299	⊙	
0x00229a	⊚	
0x00229b	⊛	
0x00229c	⊜	
0x00229d	⊝	
0x00229e	⊞	
0x00229f	⊟	
0x0022a0	⊠	
0x0022a1	⊡	
0x0022a2	⊢	
0x0022a3	⊣	
0x0022a4	⊤	
0x0022a5	⊥	
0x0022a6	⊦	
0x0022a7	⊧	
0x0022a8	⊨	
0x0022a9	⊩	
0x0022aa	⊪	
0x0022ab	⊫	
0x0022ac	⊬	
0x0022ad	⊭	
0x0022ae	⊮	
0x0022af	⊯	
0x0022b0	⊰	
0x0022b1	⊱	
0x0022b2	⊲	
0x0022b3	⊳	
0x0022b4	⊴	
0x0022b5	⊵	
0x0022b6	⊶	
0x0022b7	⊷	
0x0022b8	⊸	
0x0022b9	⊹	
0x0022ba	⊺	
0x0022bb	⊻	
0x0022bc	⊼	
0x0022bd	⊽	
0x0022be	⊾	
0x0022bf	⊿	
0x0022c0	⋀	
0x0022c1	⋁	
0x0022c2	⋂	
0x0022c3	⋃	
0x0022c4	⋄	
0x0022c5	⋅	
0x0022c6	⋆	
0x0022c7	⋇	
0x0022c8	⋈	
0x0022c9	⋉	
0x0022ca	⋊	
0x0022cb	⋋	
0x0022cc	⋌	
0x0022cd	⋍	
0x0022ce	⋎	
0x0022cf	⋏	
0x0022d0	⋐	
0x0022d1	⋑	
0x0022d2	⋒	
0x0022d3	⋓	
0x0022d4	⋔	
0x0022d5	⋕	
0x0022d6	⋖	
0x0022d7	⋗	
0x0022d8	⋘	
0x0022d9	⋙	
0x0022da	⋚	
0x0022db	⋛	
0x0022dc	⋜	
0x0022dd	⋝	
0x0022de	⋞	
0x0022df	⋟	
0x0022e0	⋠	
0x0022e1	⋡	
0x0022e2	⋢	
0x0022e3	⋣	
0x0022e4	⋤	
0x0022e5	⋥	
0x0022e6	⋦	
0x0022e7	⋧	
0x0022e8	⋨	
0x0022e9	⋩	
0x0022ea	⋪	
0x0022eb	⋫	
0x0022ec	⋬	
0x0022ed	⋭	
0x0022ee	⋮	
0x0022ef	⋯	
0x0022f0	⋰	
0x0022f1	⋱	
0x0022f2	⋲	
0x0022f3	⋳	
0x0022f4	⋴	
0x0022f5	⋵	
0x0022f6	⋶	
0x0022f7	⋷	
0x0022f8	⋸	
0x0022f9	⋹	
0x0022fa	⋺	
0x0022fb	⋻	
0x0022fc	⋼	
0x0022fd	⋽	
0x0022fe	⋾	
0x0022ff	⋿	
0x002400	␀	
0x002401	␁	
0x002402	␂	
0x002403	␃	
0x002404	␄	
0x002405	␅	
0x002406	␆	
0x002407	␇	
0x002408	␈	
0x002409	␉	
0x00240a	␊	
0x00240b	␋	
0x00240c	␌	
0x00240d	␍	
0x00240e	␎	
0x00240f	␏	
0x002410	␐	
0x002411	␑	
0x002412	␒	
0x002413	␓	
0x002414	␔	
0x002415	␕	
0x002416	␖	
0x002417	␗	
0x002418	␘	
0x002419	␙	
0x00241a	␚	
0x00241b	␛	
0x00241c	␜	
0x00241d	␝	
0x00241e	␞	
0x00241f	␟	
0x002420	␠	
0x002421	␡	
0x002422	␢	
0x002423	␣	
0x002424	␤	
0x002425	␥	
0x002426	␦	
0x002427	␧	
0x002428	␨	
0x002429	␩	
0x00242a	␪	
0x00242b	␫	
0x00242c	␬	
0x00242d	␭	
0x00242e	␮	
0x00242f	␯	
0x002430	␰	
0x002431	␱	
0x002432	␲	
0x002433	␳	
0x002434	␴	
0x002435	␵	
0x002436	␶	
0x002437	␷	
0x002438	␸	
0x002439	␹	
0x00243a	␺	
0x00243b	␻	
0x00243c	␼	
0x00243d	␽	
0x00243e	␾	
0x00243f	␿	
0x002460	①	
0x002461	②	
0x002462	③	
0x002463	④	
0x002464	⑤	
0x002465	⑥	
0x002466	⑦	
0x002467	⑧	
0x002468	⑨	
0x002469	⑩	
0x00246a	⑪	
0x00246b	⑫	
0x00246c	⑬	
0x00246d	⑭	
0x00246e	⑮	
0x00246f	⑯	
0x002470	⑰	
0x002471	⑱	
0x002472	⑲	
0x002473	⑳	
0x002474	⑴	
0x002475	⑵	
0x002476	⑶	
0x002477	⑷	
0x002478	⑸	
0x002479	⑹	
0x00247a	⑺	
0x00247b	⑻	
0x00247c	⑼	
0x00247d	⑽	
0x00247e	⑾	
0x00247f	⑿	
0x002480	⒀	
0x002481	⒁	
0x002482	⒂	
0x002483	⒃	
0x002484	⒄	
0x002485	⒅	
0x002486	⒆	
0x002487	⒇	
0x002488	⒈	
0x002489	⒉	
0x00248a	⒊	
0x00248b	⒋	
0x00248c	⒌	
0x00248d	⒍	
0x00248e	⒎	
0x00248f	⒏	
0x002490	⒐	
0x002491	⒑	
0x002492	⒒	
0x002493	⒓	
0x002494	⒔	
0x002495	⒕	
0x002496	⒖	
0x002497	⒗	
0x002498	⒘	
0x002499	⒙	
0x00249a	⒚	
0x00249b	⒛	
0x00249c	⒜	
0x00249d	⒝	
0x00249e	⒞	
0x00249f	⒟	
0x0024a0	⒠	
0x0024a1	⒡	
0x0024a2	⒢	
0x0024a3	⒣	
0x0024a4	⒤	
0x0024a5	⒥	
0x0024a6	⒦	
0x0024a7	⒧	
0x0024a8	⒨	
0x0024a9	⒩	
0x0024aa	⒪	
0x0024ab	⒫	
0x0024ac	⒬	
0x0024ad	⒭	
0x0024ae	⒮	
0x0024af	⒯	
0x0024b0	⒰	
0x0024b1	⒱	
0x0024b2	⒲	
0x0024b3	⒳	
0x0024b4	⒴	
0x0024b5	⒵	
0x0024b6	Ⓐ	
0x0024b7	Ⓑ	
0x0024b8	Ⓒ	
0x0024b9	Ⓓ	
0x0024ba	Ⓔ	
0x0024bb	Ⓕ	
0x0024bc	Ⓖ	
0x0024bd	Ⓗ	
0x0024be	Ⓘ	
0x0024bf	Ⓙ	
0x0024c0	Ⓚ	
0x0024c1	Ⓛ	
0x0024c2	Ⓜ	
0x0024c3	Ⓝ	
0x0024c4	Ⓞ	
0x0024c5	Ⓟ	
0x0024c6	Ⓠ	
0x0024c7	Ⓡ	
0x0024c8	Ⓢ	
0x0024c9	Ⓣ	
0x0024ca	Ⓤ	
0x0024cb	Ⓥ	
0x0024cc	Ⓦ	
0x0024cd	Ⓧ	
0x0024ce	Ⓨ	
0x0024cf	Ⓩ	
0x0024d0	ⓐ	
0x0024d1	ⓑ	
0x0024d2	ⓒ	
0x0024d3	ⓓ	
0x0024d4	ⓔ	
0x0024d5	ⓕ	
0x0024d6	ⓖ	
0x0024d7	ⓗ	
0x0024d8	ⓘ	
0x0024d9	ⓙ	
0x0024da	ⓚ	
0x0024db	ⓛ	
0x0024dc	ⓜ	
0x0024dd	ⓝ	
0x0024de	ⓞ	
0x0024df	ⓟ	
0x0024e0	ⓠ	
0x0024e1	ⓡ	
0x0024e2	ⓢ	
0x0024e3	ⓣ	
0x0024e4	ⓤ	
0x0024e5	ⓥ	
0x0024e6	ⓦ	
0x0024e7	ⓧ	
0x0024e8	ⓨ	
0x0024e9	ⓩ	
0x0024ea	⓪	
0x0024eb	⓫	
0x0024ec	⓬	
0x0024ed	⓭	
0x0024ee	⓮	
0x0024ef	⓯	
0x0024f0	⓰	
0x0024f1	⓱	
0x0024f2	⓲	
0x0024f3	⓳	
0x0024f4	⓴	
0x0024f5	⓵	
0x0024f6	⓶	
0x0024f7	⓷	
0x0024f8	⓸	
0x0024f9	⓹	
0x0024fa	⓺	
0x0024fb	⓻	
0x0024fc	⓼	
0x0024fd	⓽	
0x0024fe	⓾	
0x0024ff	⓿	
0x01f100	🄀	
0x01f101	🄁	
0x01f102	🄂	
0x01f103	🄃	
0x01f104	🄄	
0x01f105	🄅	
0x01f106	🄆	
0x01f107	🄇	
0x01f108	🄈	
0x01f109	🄉	
0x01f10a	🄊	
0x01f10b	🄋	
0x01f10c	🄌	
0x01f10d	🄍	
0x01f10e	🄎	
0x01f10f	🄏	
0x01f110	🄐	
0x01f111	🄑	
0x01f112	🄒	
0x01f113	🄓	
0x01f114	🄔	
0x01f115	🄕	
0x01f116	🄖	
0x01f117	🄗	
0x01f118	🄘	
0x01f119	🄙	
0x01f11a	🄚	
0x01f11b	🄛	
0x01f11c	🄜	
0x01f11d	🄝	
0x01f11e	🄞	
0x01f11f	🄟	
0x01f120	🄠	
0x01f121	🄡	
0x01f122	🄢	
0x01f123	🄣	
0x01f124	🄤	
0x01f125	🄥	
0x01f126	🄦	
0x01f127	🄧	
0x01f128	🄨	
0x01f129	🄩	
0x01f12a	🄪	
0x01f12b	🄫	
0x01f12c	🄬	
0x01f12d	🄭	
0x01f12e	🄮	
0x01f12f	🄯	
0x01f130	🄰	
0x01f131	🄱	
0x01f132	🄲	
0x01f133	🄳	
0x01f134	🄴	
0x01f135	🄵	
0x01f136	🄶	
0x01f137	🄷	
0x01f138	🄸	
0x01f139	🄹	
0x01f13a	🄺	
0x01f13b	🄻	
0x01f13c	🄼	
0x01f13d	🄽	
0x01f13e	🄾	
0x01f13f	🄿	
0x01f140	🅀	
0x01f141	🅁	
0x01f142	🅂	
0x01f143	🅃	
0x01f144	🅄	
0x01f145	🅅	
0x01f146	🅆	
0x01f147	🅇	
0x01f148	🅈	
0x01f149	🅉	
0x01f14a	🅊	
0x01f14b	🅋	
0x01f14c	🅌	
0x01f14d	🅍	
0x01f14e	🅎	
0x01f14f	🅏	
0x01f150	🅐	
0x01f151	🅑	
0x01f152	🅒	
0x01f153	🅓	
0x01f154	🅔	
0x01f155	🅕	
0x01f156	🅖	
0x01f157	🅗	
0x01f158	🅘	
0x01f159	🅙	
0x01f15a	🅚	
0x01f15b	🅛	
0x01f15c	🅜	
0x01f15d	🅝	
0x01f15e	🅞	
0x01f15f	🅟	
0x01f160	🅠	
0x01f161	🅡	
0x01f162	🅢	
0x01f163	🅣	
0x01f164	🅤	
0x01f165	🅥	
0x01f166	🅦	
0x01f167	🅧	
0x01f168	🅨	
0x01f169	🅩	
0x01f16a	🅪	
0x01f16b	🅫	
0x01f16c	🅬	
0x01f16d	🅭	
0x01f16e	🅮	
0x01f16f	🅯	
0x01f170	🅰	
0x01f171	🅱	
0x01f172	🅲	
0x01f173	🅳	
0x01f174	🅴	
0x01f175	🅵	
0x01f176	🅶	
0x01f177	🅷	
0x01f178	🅸	
0x01f179	🅹	
0x01f17a	🅺	
0x01f17b	🅻	
0x01f17c	🅼	
0x01f17d	🅽	
0x01f17e	🅾	
0x01f17f	🅿	
0x01f180	🆀	
0x01f181	🆁	
0x01f182	🆂	
0x01f183	🆃	
0x01f184	🆄	
0x01f185	🆅	
0x01f186	🆆	
0x01f187	🆇	
0x01f188	🆈	
0x01f189	🆉	
0x01f18a	🆊	
0x01f18b	🆋	
0x01f18c	🆌	
0x01f18d	🆍	
0x01f18e	🆎	
0x01f18f	🆏	
0x01f190	🆐	
0x01f191	🆑	
0x01f192	🆒	
0x01f193	🆓	
0x01f194	🆔	
0x01f195	🆕	
0x01f196	🆖	
0x01f197	🆗	
0x01f198	🆘	
0x01f199	🆙	
0x01f19a	🆚	
0x01f19b	🆛	
0x01f19c	🆜	
0x01f19d	🆝	
0x01f19e	🆞	
0x01f19f	🆟	
0x01f1a0	🆠	
0x01f1a1	🆡	
0x01f1a2	🆢	
0x01f1a3	🆣	
0x01f1a4	🆤	
0x01f1a5	🆥	
0x01f1a6	🆦	
0x01f1a7	🆧	
0x01f1a8	🆨	
0x01f1a9	🆩	
0x01f1aa	🆪	
0x01f1ab	🆫	
0x01f1ac	🆬	
0x01f1ad	🆭	
0x01f1ae	🆮	
0x01f1af	🆯	
0x01f1b0	🆰	
0x01f1b1	🆱	
0x01f1b2	🆲	
0x01f1b3	🆳	
0x01f1b4	🆴	
0x01f1b5	🆵	
0x01f1b6	🆶	
0x01f1b7	🆷	
0x01f1b8	🆸	
0x01f1b9	🆹	
0x01f1ba	🆺	
0x01f1bb	🆻	
0x01f1bc	🆼	
0x01f1bd	🆽	
0x01f1be	🆾	
0x01f1bf	🆿	
0x01f1c0	🇀	
0x01f1c1	🇁	
0x01f1c2	🇂	
0x01f1c3	🇃	
0x01f1c4	🇄	
0x01f1c5	🇅	
0x01f1c6	🇆	
0x01f1c7	🇇	
0x01f1c8	🇈	
0x01f1c9	🇉	
0x01f1ca	🇊	
0x01f1cb	🇋	
0x01f1cc	🇌	
0x01f1cd	🇍	
0x01f1ce	🇎	
0x01f1cf	🇏	
0x01f1d0	🇐	
0x01f1d1	🇑	
0x01f1d2	🇒	
0x01f1d3	🇓	
0x01f1d4	🇔	
0x01f1d5	🇕	
0x01f1d6	🇖	
0x01f1d7	🇗	
0x01f1d8	🇘	
0x01f1d9	🇙	
0x01f1da	🇚	
0x01f1db	🇛	
0x01f1dc	🇜	
0x01f1dd	🇝	
0x01f1de	🇞	
0x01f1df	🇟	
0x01f1e0	🇠	
0x01f1e1	🇡	
0x01f1e2	🇢	
0x01f1e3	🇣	
0x01f1e4	🇤	
0x01f1e5	🇥	
0x01f1e6	🇦	
0x01f1e7	🇧	
0x01f1e8	🇨	
0x01f1e9	🇩	
0x01f1ea	🇪	
0x01f1eb	🇫	
0x01f1ec	🇬	
0x01f1ed	🇭	
0x01f1ee	🇮	
0x01f1ef	🇯	
0x01f1f0	🇰	
0x01f1f1	🇱	
0x01f1f2	🇲	
0x01f1f3	🇳	
0x01f1f4	🇴	
0x01f1f5	🇵	
0x01f1f6	🇶	
0x01f1f7	🇷	
0x01f1f8	🇸	
0x01f1f9	🇹	
0x01f1fa	🇺	
0x01f1fb	🇻	
0x01f1fc	🇼	
0x01f1fd	🇽	
0x01f1fe	🇾	
0x01f1ff	🇿	
0x01f700	🜀	
0x01f701	🜁	
0x01f702	🜂	
0x01f703	🜃	
0x01f704	🜄	
0x01f705	🜅	
0x01f706	🜆	
0x01f707	🜇	
0x01f708	🜈	
0x01f709	🜉	
0x01f70a	🜊	
0x01f70b	🜋	
0x01f70c	🜌	
0x01f70d	🜍	
0x01f70e	🜎	
0x01f70f	🜏	
0x01f710	🜐	
0x01f711	🜑	
0x01f712	🜒	
0x01f713	🜓	
0x01f714	🜔	
0x01f715	🜕	
0x01f716	🜖	
0x01f717	🜗	
0x01f718	🜘	
0x01f719	🜙	
0x01f71a	🜚	
0x01f71b	🜛	
0x01f71c	🜜	
0x01f71d	🜝	
0x01f71e	🜞	
0x01f71f	🜟	
0x01f720	🜠	
0x01f721	🜡	
0x01f722	🜢	
0x01f723	🜣	
0x01f724	🜤	
0x01f725	🜥	
0x01f726	🜦	
0x01f727	🜧	
0x01f728	🜨	
0x01f729	🜩	
0x01f72a	🜪	
0x01f72b	🜫	
0x01f72c	🜬	
0x01f72d	🜭	
0x01f72e	🜮	
0x01f72f	🜯	
0x01f730	🜰	
0x01f731	🜱	
0x01f732	🜲	
0x01f733	🜳	
0x01f734	🜴	
0x01f735	🜵	
0x01f736	🜶	
0x01f737	🜷	
0x01f738	🜸	
0x01f739	🜹	
0x01f73a	🜺	
0x01f73b	🜻	
0x01f73c	🜼	
0x01f73d	🜽	
0x01f73e	🜾	
0x01f73f	🜿	
0x01f740	🝀	
0x01f741	🝁	
0x01f742	🝂	
0x01f743	🝃	
0x01f744	🝄	
0x01f745	🝅	
0x01f746	🝆	
0x01f747	🝇	
0x01f748	🝈	
0x01f749	🝉	
0x01f74a	🝊	
0x01f74b	🝋	
0x01f74c	🝌	
0x01f74d	🝍	
0x01f74e	🝎	
0x01f74f	🝏	
0x01f750	🝐	
0x01f751	🝑	
0x01f752	🝒	
0x01f753	🝓	
0x01f754	🝔	
0x01f755	🝕	
0x01f756	🝖	
0x01f757	🝗	
0x01f758	🝘	
0x01f759	🝙	
0x01f75a	🝚	
0x01f75b	🝛	
0x01f75c	🝜	
0x01f75d	🝝	
0x01f75e	🝞	
0x01f75f	🝟	
0x01f760	🝠	
0x01f761	🝡	
0x01f762	🝢	
0x01f763	🝣	
0x01f764	🝤	
0x01f765	🝥	
0x01f766	🝦	
0x01f767	🝧	
0x01f768	🝨	
0x01f769	🝩	
0x01f76a	🝪	
0x01f76b	🝫	
0x01f76c	🝬	
0x01f76d	🝭	
0x01f76e	🝮	
0x01f76f	🝯	
0x01f770	🝰	
0x01f771	🝱	
0x01f772	🝲	
0x01f773	🝳	
0x01f774	🝴	
0x01f775	🝵	
0x01f776	🝶	
0x01f777	🝷	
0x01f778	🝸	
0x01f779	🝹	
0x01f77a	🝺	
0x01f77b	🝻	
0x01f77c	🝼	
0x01f77d	🝽	
0x01f77e	🝾	
0x01f77f	🝿	
